ID,country,trusthealth,sickwithCOVID,vaccine,age,education,fake_edu,gender,income,language,vacc2,covidcases,coviddeaths,mortalityperm,trustngov,poptrusthealth
8514,1,1,2,3,1,1, ,1,no quiero contestar.,4,1,291763,27136,580,0.319999993,0.592245996
8515,1,0,3,3,1,1, ,1,Not sure.,4,1,291763,27136,580,0.319999993,0.592245996
8518,1,1,2,3,1,3, ,1,0,4,1,291763,27136,580,0.319999993,0.592245996
8519,1,0,2,3,2,3, ,1,1,4,1,291763,27136,580,0.319999993,0.592245996
8520,1,1,3,3,4,2, ,1,1,4,1,291763,27136,580,0.319999993,0.592245996
8644,1,1,1,2,1,2, ,2,poca,4,2,291763,27136,580,0.319999993,0.592245996
8650,1,0,2,3,3,3, ,1,0,4,1,291763,27136,580,0.319999993,0.592245996
8651,1,1,2,1,2,1, ,1,0,4,2,291763,27136,580,0.319999993,0.592245996
8652,1,0,2,3,2,3, ,2,1,4,1,291763,27136,580,0.319999993,0.592245996
8653,1,0,2,3,4,3, ,1,1,4,1,291763,27136,580,0.319999993,0.592245996
8777,1,0,2,1,2,3, ,1,200000,4,2,291763,27136,580,0.319999993,0.592245996
8823,1,0,1,2,1,3, ,3,3,4,2,291763,27136,580,0.319999993,0.592245996
8908,1,1,2,3,4,3, ,1,5,4,1,291763,27136,580,0.319999993,0.592245996
8951,1,1,1,3,1,3, ,1,Estamos a e casa el pesos,4,1,291763,27136,580,0.319999993,0.592245996
8952,1,0,2,3,3,3, ,2,no lo se,4,1,291763,27136,580,0.319999993,0.592245996
8953,1,1,1,2,1,3, ,1, ,4,2,291763,27136,580,0.319999993,0.592245996
9027,1,1,3,3,2,4, ,2,300000,4,1,291763,27136,580,0.319999993,0.592245996
9064,1,0,1,1,2,4, ,1,Prefer not to say,4,2,291763,27136,580,0.319999993,0.592245996
9065,1,1,1,2,1,1, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9066,1,1,3,3,1,1, ,1,1,11,1,54562,5041,499,0.660000026,0.607692301
9067,1,1,2,3,2,3, ,2,1,11,1,54562,5041,499,0.660000026,0.607692301
9068,1,1,2,2,2,1, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9069,1,0,2,2,2,1, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9070,1,0,2,2,2,1, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9071,1,0,2,2,4,1, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9072,1,1,2,3,4,1, ,2,1,11,1,54562,5041,499,0.660000026,0.607692301
9073,1,0,2,3,1,3, ,1,1,11,1,54562,5041,499,0.660000026,0.607692301
9102,1,1,2,3,4,4, ,2,123456,11,1,54562,5041,499,0.660000026,0.607692301
9137,1,1,2,1,3,1, ,1,2,11,2,54562,5041,499,0.660000026,0.607692301
9158,1,1,1,3,2,3, ,1,2099909,11,1,54562,5041,499,0.660000026,0.607692301
9389,1,1,2,3,1,3, ,2,999999,11,1,54562,5041,499,0.660000026,0.607692301
9390,1,0,2,1,4,2, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9391,1,0,3,3,1,3, ,1,1,11,1,54562,5041,499,0.660000026,0.607692301
9392,1,1,2,2,2,2, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9393,1,0,2,3,2,2, ,2,1,11,1,54562,5041,499,0.660000026,0.607692301
9394,1,1,1,2,2,2, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9395,1,0,3,3,1,3, ,1,1,11,1,54562,5041,499,0.660000026,0.607692301
9396,1,0,2,1,3,2, ,2,1,11,2,54562,5041,499,0.660000026,0.607692301
9397,1,0,2,3,4,4, ,1,1,11,1,54562,5041,499,0.660000026,0.607692301
9412,1,0,2,3,4,3, ,2,111111,11,1,54562,5041,499,0.660000026,0.607692301
9413,1,1,2,3,4,4, ,2,111111,11,1,54562,5041,499,0.660000026,0.607692301
9453,1,1,2,3,1,4, ,2,3,11,1,54562,5041,499,0.660000026,0.607692301
9497,1,1,3,2,1,2, ,2,5,11,2,54562,5041,499,0.660000026,0.607692301
9536,1,1,2,2,1,3, ,2,1,11,2,54562,5041,499,0.660000026,0.607692301
9537,1,1,2,3,1,3, ,1,1,11,1,54562,5041,499,0.660000026,0.607692301
9538,1,0,2,2,2,3, ,2,1,11,2,54562,5041,499,0.660000026,0.607692301
9539,1,1,3,3,2,3, ,2,1,11,1,54562,5041,499,0.660000026,0.607692301
9540,1,1,2,2,2,3, ,1,1,11,2,54562,5041,499,0.660000026,0.607692301
9541,1,1,2,2,2,3, ,2,1,11,2,54562,5041,499,0.660000026,0.607692301
9542,1,0,2,1,2,3, ,2,1,11,2,54562,5041,499,0.660000026,0.607692301
9543,1,1,3,3,1,3, ,1,1,11,1,54562,5041,499,0.660000026,0.607692301
9544,1,1,2,3,2,4, ,2,1,11,1,54562,5041,499,0.660000026,0.607692301
9545,1,0,2,3,2,4, ,1,1,11,1,54562,5041,499,0.660000026,0.607692301
9546,1,0,2,3,4,4, ,2,1,11,1,54562,5041,499,0.660000026,0.607692301
9734,1,1,2,3,2,1, ,2,0,1,1,299251,42153,621,0.50999999,0.66015625
9735,1,0,2,2,2,1, ,2,0,1,2,299251,42153,621,0.50999999,0.66015625
9736,1,1,2,3,1,2, ,1,0,1,1,299251,42153,621,0.50999999,0.66015625
9737,1,1,2,2,1,2, ,2,0,1,2,299251,42153,621,0.50999999,0.66015625
9738,1,1,1,1,3,2, ,1,0,1,2,299251,42153,621,0.50999999,0.66015625
9739,1,0,2,1,2,2, ,1,1,1,2,299251,42153,621,0.50999999,0.66015625
9740,1,1,2,2,3,2, ,2,1,1,2,299251,42153,621,0.50999999,0.66015625
9984,1,1,2,3,2,1, ,2,4,1,1,299251,42153,621,0.50999999,0.66015625
10019,1,1,1,1,2,1, ,1,5,1,2,299251,42153,621,0.50999999,0.66015625
10046,1,1,1,1,1,2, ,2,6889999,1,2,299251,42153,621,0.50999999,0.66015625
10065,1,1,2,3,2,2, ,1,Don’t know,1,1,299251,42153,621,0.50999999,0.66015625
10066,1,0,2,1,1,2, ,2, ,1,2,299251,42153,621,0.50999999,0.66015625
10067,1,1,3,3,4,3, ,1,I don't know,1,1,299251,42153,621,0.50999999,0.66015625
10068,1,1,3,2,2,2, ,1,Idk,1,2,299251,42153,621,0.50999999,0.66015625
10069,1,0,1,1,2,1, ,1,Ingu,1,2,299251,42153,621,0.50999999,0.66015625
10070,1,1,2,2,1,2, ,2, ,1,2,299251,42153,621,0.50999999,0.66015625
10071,1,1,2,3,3,1, ,1,n/a,1,1,299251,42153,621,0.50999999,0.66015625
10072,1,1,2,3,1,3, ,1,N/A,1,1,299251,42153,621,0.50999999,0.66015625
10073,1,0,2,2,1,1, ,2,No,1,2,299251,42153,621,0.50999999,0.66015625
10074,1,1,2,3,1,3, ,2,Not sure,1,1,299251,42153,621,0.50999999,0.66015625
10075,1,1,2,3,1,3, ,1,Not sure,1,1,299251,42153,621,0.50999999,0.66015625
10076,1,1,2,3,4,2, ,1,Ok,1,1,299251,42153,621,0.50999999,0.66015625
10077,1,1,1,2,1,1, ,2, ,1,2,299251,42153,621,0.50999999,0.66015625
10078,1,1,2,2,2,2, ,3, ,1,2,299251,42153,621,0.50999999,0.66015625
10079,1,0,3,3,4,4, ,1,-,1,1,299251,42153,621,0.50999999,0.66015625
10080,1,0,2,3,2,4, ,1,----,1,1,299251,42153,621,0.50999999,0.66015625
10109,1,0,2,3,2,3, ,1,0,1,1,299251,42153,621,0.50999999,0.66015625
10110,1,1,2,1,2,4, ,1,0,1,2,299251,42153,621,0.50999999,0.66015625
10111,1,1,2,2,3,4, ,1,0,1,2,299251,42153,621,0.50999999,0.66015625
10112,1,1,2,3,4,4, ,1,1,1,1,299251,42153,621,0.50999999,0.66015625
10201,1,0,2,3,2,4, ,2,2,1,1,299251,42153,621,0.50999999,0.66015625
10282,1,1,1,3,2,3, ,2,3,1,1,299251,42153,621,0.50999999,0.66015625
10283,1,1,2,1,4,3, ,1,3,1,2,299251,42153,621,0.50999999,0.66015625
10450,1,1,1,3,4,4, ,4,8i,1,1,299251,42153,621,0.50999999,0.66015625
10461,1,1,2,3,1,3, ,2,9999,1,1,299251,42153,621,0.50999999,0.66015625
10462,1,1,2,3,1,3, ,2,9999,1,1,299251,42153,621,0.50999999,0.66015625
10463,1,1,2,1,2,4, ,1,I don't have,1,2,299251,42153,621,0.50999999,0.66015625
10464,1,1,2,3,2,3, ,1,I don't know,1,1,299251,42153,621,0.50999999,0.66015625
10465,1,1,2,3,4,3, ,1,i dont jnw,1,1,299251,42153,621,0.50999999,0.66015625
10466,1,0,2,3,1,3, ,2,I dont know,1,1,299251,42153,621,0.50999999,0.66015625
10467,1,1,1,1,4,3, ,1, ,1,2,299251,42153,621,0.50999999,0.66015625
10468,1,1,1,3,1,4, ,1,less than 15000 doller,1,1,299251,42153,621,0.50999999,0.66015625
10469,1,1,2,3,1,4, ,1, ,1,1,299251,42153,621,0.50999999,0.66015625
10470,1,1,2,3,2,4, ,2,More than 100.000€,1,1,299251,42153,621,0.50999999,0.66015625
10471,1,1,2,3,1,3, ,1,n/a,1,1,299251,42153,621,0.50999999,0.66015625
10472,1,1,2,3,1,4, ,2,N/A,1,1,299251,42153,621,0.50999999,0.66015625
10473,1,0,2,3,1,3, ,1,No,1,1,299251,42153,621,0.50999999,0.66015625
10474,1,1,1,1,4,3, ,2,No,1,2,299251,42153,621,0.50999999,0.66015625
10475,1,0,2,3,2,4, ,1,No,1,1,299251,42153,621,0.50999999,0.66015625
10476,1,1,1,2,3,3, ,2,NO,1,2,299251,42153,621,0.50999999,0.66015625
10477,1,1,2,2,4,3, ,1,No entiendo,1,2,299251,42153,621,0.50999999,0.66015625
10478,1,0,3,3,2,3, ,4,no se,1,1,299251,42153,621,0.50999999,0.66015625
10479,1,1,2,3,2,3, ,1,prefer not say,1,1,299251,42153,621,0.50999999,0.66015625
10480,1,0,2,3,2,4, ,1,prefer not to answer,1,1,299251,42153,621,0.50999999,0.66015625
10481,1,1,2,1,3,4, ,1, ,1,2,299251,42153,621,0.50999999,0.66015625
10482,1,1,2,1,3,4, ,2,Unsure,1,2,299251,42153,621,0.50999999,0.66015625
10484,1,0,2,3,2,2, ,1,0, ,1,2234475,119941,362,0.469999999,0.624838293
10485,1,1,2,3,1,3, ,2,0-10000 USD, ,1,2234475,119941,362,0.469999999,0.624838293
10486,1,0,2,2,1,1, ,1,1, ,2,2234475,119941,362,0.469999999,0.624838293
10488,1,0,2,2,3,1, ,1,1, ,2,2234475,119941,362,0.469999999,0.624838293
10508,1,1,1,1,2,1, ,2,2, ,2,2234475,119941,362,0.469999999,0.624838293
10509,1,0,3,2,2,1, ,2,2, ,2,2234475,119941,362,0.469999999,0.624838293
10544,1,0,2,3,1,2, ,3,1, ,1,2234475,119941,362,0.469999999,0.624838293
10545,1,0,2,2,2,2, ,4,1, ,2,2234475,119941,362,0.469999999,0.624838293
10546,1,0,2,1,2,2, ,2,1, ,2,2234475,119941,362,0.469999999,0.624838293
10547,1,1,2,3,3,2, ,2,1, ,1,2234475,119941,362,0.469999999,0.624838293
10580,1,1,2,2,2,2, ,2,2, ,2,2234475,119941,362,0.469999999,0.624838293
10647,1,1,1,3,4,3, ,1,5, ,1,2234475,119941,362,0.469999999,0.624838293
10691,1,0,2,1,3,3, ,1,1, ,2,2234475,119941,362,0.469999999,0.624838293
10692,1,0,2,2,2,3, ,1,1, ,2,2234475,119941,362,0.469999999,0.624838293
10901,1,1,1,3,1,3, ,1,5, ,1,2234475,119941,362,0.469999999,0.624838293
10960,1,1,2,3,2,3, ,2,5000K, ,1,2234475,119941,362,0.469999999,0.624838293
11070,1,1,1,3,1,3, ,1, , ,1,2234475,119941,362,0.469999999,0.624838293
11071,1,1,1,3,1,3, ,1, , ,1,2234475,119941,362,0.469999999,0.624838293
11072,1,1,1,3,1,3, ,2, , ,1,2234475,119941,362,0.469999999,0.624838293
11073,1,1,1,3,2,3, ,2, , ,1,2234475,119941,362,0.469999999,0.624838293
11077,1,0,2,1,2,4, ,1,1, ,2,2234475,119941,362,0.469999999,0.624838293
11320,1,1,2,2,1,1, ,2,2,12,2,83293,4634,58,0,0.983146071
11449,1,1,1,3,4,1, ,2,5,12,1,83293,4634,58,0,0.983146071
11450,1,1,1,3,4,1, ,2,5,12,1,83293,4634,58,0,0.983146071
11493,1,0,2,2,1,2, ,2,3,12,2,83293,4634,58,0,0.983146071
11824,1,1,2,3,2,3, ,1,3,12,1,83293,4634,58,0,0.983146071
12129,1,1,1,2,1,1, ,4,0,2,2,660309,46665,220,0.150000006,0.451882839
12130,1,1,1,2,1,1, ,4,0,2,2,660309,46665,220,0.150000006,0.451882839
12131,1,0,2,2,2,1, ,1,0,2,2,660309,46665,220,0.150000006,0.451882839
12132,1,1,2,3,1,1, ,2,1,2,1,660309,46665,220,0.150000006,0.451882839
12133,1,0,2,3,2,2, ,2,1,2,1,660309,46665,220,0.150000006,0.451882839
12134,1,0,2,3,3,1, ,1,2,2,1,660309,46665,220,0.150000006,0.451882839
12135,1,1,2,3,3,2, ,2,2,2,1,660309,46665,220,0.150000006,0.451882839
12136,1,1,1,2,1,1, ,1,3,2,2,660309,46665,220,0.150000006,0.451882839
12137,1,1,1,2,1,1, ,1,3,2,2,660309,46665,220,0.150000006,0.451882839
12138,1,1,1,2,2,1, ,2,4,2,2,660309,46665,220,0.150000006,0.451882839
12139,1,1,2,3,3,3, ,1,4,2,1,660309,46665,220,0.150000006,0.451882839
12140,1,0,3,3,1,3, ,2,4,2,1,660309,46665,220,0.150000006,0.451882839
12141,1,1,2,3,1,4, ,2,4,2,1,660309,46665,220,0.150000006,0.451882839
12142,1,0,2,3,3,4, ,2,5,2,1,660309,46665,220,0.150000006,0.451882839
12143,1,1,2,2,4,1, ,1,No,2,2,660309,46665,220,0.150000006,0.451882839
12408,1,1,1,3,1,2, ,2,0,2,1,660309,46665,220,0.150000006,0.451882839
12410,1,1,2,1,3,2, ,1,1,2,2,660309,46665,220,0.150000006,0.451882839
12411,1,0,2,3,4,2, ,2,1,2,1,660309,46665,220,0.150000006,0.451882839
12412,1,0,2,3,2,2, ,1,2,2,1,660309,46665,220,0.150000006,0.451882839
12413,1,0,2,3,4,2, ,2,4,2,1,660309,46665,220,0.150000006,0.451882839
12414,1,0,1,3,4,3, ,2,5,2,1,660309,46665,220,0.150000006,0.451882839
12415,1,0,3,3,4,3, ,1,6,2,1,660309,46665,220,0.150000006,0.451882839
12416,1,1,2,2,2,2, ,2,Aphril,2,2,660309,46665,220,0.150000006,0.451882839
12636,1,1,1,1,2,3, ,2,-,2,2,660309,46665,220,0.150000006,0.451882839
12637,1,1,1,2,3,3, ,4,0,2,2,660309,46665,220,0.150000006,0.451882839
12638,1,0,1,3,3,3, ,1,1,2,1,660309,46665,220,0.150000006,0.451882839
12639,1,0,2,3,1,3, ,2,1,2,1,660309,46665,220,0.150000006,0.451882839
12640,1,1,1,3,1,3, ,2,2,2,1,660309,46665,220,0.150000006,0.451882839
12641,1,1,1,3,2,3, ,2,2,2,1,660309,46665,220,0.150000006,0.451882839
12642,1,1,1,3,2,4, ,2,2,2,1,660309,46665,220,0.150000006,0.451882839
12643,1,0,2,3,1,4, ,2,3,2,1,660309,46665,220,0.150000006,0.451882839
12644,1,1,1,1,1,3, ,2,3,2,2,660309,46665,220,0.150000006,0.451882839
12645,1,0,1,3,2,3, ,2,3,2,1,660309,46665,220,0.150000006,0.451882839
12646,1,0,2,3,2,3, ,2,3,2,1,660309,46665,220,0.150000006,0.451882839
12647,1,0,3,3,2,3, ,1,4,2,1,660309,46665,220,0.150000006,0.451882839
12648,1,1,2,1,4,3, ,2,4,2,2,660309,46665,220,0.150000006,0.451882839
12725,1,1,1,1,2,1, ,2, ,6,2,367963,12272,9,0.769999981,0.909703493
12799,1,1,2,1,1,1, ,2, ??? ?????,6,2,367963,12272,9,0.769999981,0.909703493
12808,1,1,2,2,2,1, ,1,4,1,2,367963,12272,9,0.769999981,0.909703493
12810,1,1,2,3,1,1, ,1, ,6,1,367963,12272,9,0.769999981,0.909703493
12812,1,1,2,1,3,2, ,2,5,1,2,367963,12272,9,0.769999981,0.909703493
13245,1,1,2,3,2,4, ,2,5,1,1,367963,12272,9,0.769999981,0.909703493
13364,1,1,2,1,2,3, ,1,50000000,1,2,367963,12272,9,0.769999981,0.909703493
13424,1,0,2,3,1,3, ,1,1,1,1,367963,12272,9,0.769999981,0.909703493
7582,1,1,2,2,1,4, ,1,"$2,300,000", ,2,80412,1674,28,0.419999987,0.912234068
10853,1,1,1,3,2,3, ,1,4, ,1,2234475,119941,362,0.469999999,0.624838293
1,1,1,2,2,1,1,1,1,"$100,000",1,2,99853,8254,219,0.649999976,0.80763793
2,1,1,2,3,1,4,1,1,"$10,000",1,1,99853,8254,219,0.649999976,0.80763793
4,1,1,2,3,1,4,1,2,"$97,069-$150,473",1,1,99853,8254,219,0.649999976,0.80763793
36,1,1,2,3,4,3,1,2,10000,1,1,99853,8254,219,0.649999976,0.80763793
39,1,1,2,3,4,3,1,2,110000,1,1,99853,8254,219,0.649999976,0.80763793
40,1,1,2,3,1,2,1,2,110000,1,1,99853,8254,219,0.649999976,0.80763793
194,1,1,2,3,1,4,1,2,7800,1,1,99853,8254,219,0.649999976,0.80763793
196,1,1,2,1,3,1,1,2,8000,3,2,99853,8254,219,0.649999976,0.80763793
197,1,1,2,3,1,1,1,1,8000,1,1,99853,8254,219,0.649999976,0.80763793
198,1,1,2,2,1,1,1,1,8000,1,2,99853,8254,219,0.649999976,0.80763793
217,1,1,2,3,1,2,2,2,10000,1,1,99853,8254,219,0.649999976,0.80763793
218,1,1,2,1,1,2,2,2,10000,1,2,99853,8254,219,0.649999976,0.80763793
219,1,1,2,3,2,2,2,2,10000,1,1,99853,8254,219,0.649999976,0.80763793
220,1,1,2,3,1,2,2,2,108465,1,1,99853,8254,219,0.649999976,0.80763793
222,1,0,2,2,2,2,2,2,11000,1,2,99853,8254,219,0.649999976,0.80763793
224,1,1,2,3,4,3,2,2,"12,000",1,1,99853,8254,219,0.649999976,0.80763793
225,1,0,2,3,1,3,2,1,12000,1,1,99853,8254,219,0.649999976,0.80763793
226,1,1,2,1,2,2,2,2,12500,1,2,99853,8254,219,0.649999976,0.80763793
232,1,1,2,3,1,4,2,2,150000,1,1,99853,8254,219,0.649999976,0.80763793
233,1,1,2,3,2,3,2,2,150000,1,1,99853,8254,219,0.649999976,0.80763793
234,1,1,2,1,2,2,2,2,159000,1,2,99853,8254,219,0.649999976,0.80763793
313,1,1,2,3,1,4,2,1,8000,3,1,99853,8254,219,0.649999976,0.80763793
314,1,1,2,3,1,2,2,2,8000,1,1,99853,8254,219,0.649999976,0.80763793
321,1,1,2,3,2,2,2,1,under 10k,1,1,99853,8254,219,0.649999976,0.80763793
323,1,1,2,3,2,2,2,2,"$10,000",1,1,99853,8254,219,0.649999976,0.80763793
324,1,1,2,2,2,2,2,2,"$100,000",1,2,99853,8254,219,0.649999976,0.80763793
331,1,1,2,3,1,3,2,2,"$8,000 CAD (net)",1,1,99853,8254,219,0.649999976,0.80763793
342,1,1,2,3,1,4,2,1,"10,000",1,1,99853,8254,219,0.649999976,0.80763793
343,1,1,1,1,2,2,2,2,10.000+,1,2,99853,8254,219,0.649999976,0.80763793
350,1,0,2,3,1,3,2,1,10000,1,1,99853,8254,219,0.649999976,0.80763793
351,1,1,2,2,2,2,2,2,10000,1,2,99853,8254,219,0.649999976,0.80763793
352,1,1,2,3,2,2,2,2,10000,1,1,99853,8254,219,0.649999976,0.80763793
353,1,1,2,3,1,3,2,2,10000,1,1,99853,8254,219,0.649999976,0.80763793
354,1,1,2,3,1,4,2,2,100000,1,1,99853,8254,219,0.649999976,0.80763793
355,1,1,2,3,2,2,2,2,100000,1,1,99853,8254,219,0.649999976,0.80763793
357,1,1,2,3,2,3,2,2,11000,1,1,99853,8254,219,0.649999976,0.80763793
359,1,1,3,3,2,4,2,1,12000,1,1,99853,8254,219,0.649999976,0.80763793
360,1,1,2,3,2,3,2,2,12000,1,1,99853,8254,219,0.649999976,0.80763793
361,1,0,2,3,2,1,2,2,120000,1,1,99853,8254,219,0.649999976,0.80763793
362,1,0,2,3,2,2,2,2,120000,1,1,99853,8254,219,0.649999976,0.80763793
363,1,1,2,3,2,3,2,2,120000,1,1,99853,8254,219,0.649999976,0.80763793
364,1,1,2,3,1,3,2,2,123000,1,1,99853,8254,219,0.649999976,0.80763793
367,1,1,2,1,2,2,2,1,13000,1,2,99853,8254,219,0.649999976,0.80763793
368,1,1,2,2,2,2,2,2,135000,1,2,99853,8254,219,0.649999976,0.80763793
369,1,1,2,3,1,3,2,1,14000,1,1,99853,8254,219,0.649999976,0.80763793
370,1,1,2,3,2,2,2,2,14000,1,1,99853,8254,219,0.649999976,0.80763793
371,1,1,2,2,2,2,2,2,"15,000",1,2,99853,8254,219,0.649999976,0.80763793
372,1,1,2,2,2,2,2,2,"150,000.00",1,2,99853,8254,219,0.649999976,0.80763793
380,1,1,1,3,1,3,2,1,15000,1,1,99853,8254,219,0.649999976,0.80763793
381,1,1,2,2,2,2,2,2,150000,1,2,99853,8254,219,0.649999976,0.80763793
383,1,1,2,3,2,2,2,1,180000,1,1,99853,8254,219,0.649999976,0.80763793
405,1,1,2,3,1,4,2,1,200000,1,1,99853,8254,219,0.649999976,0.80763793
558,1,1,2,3,2,2,2,2,"8,200",3,1,99853,8254,219,0.649999976,0.80763793
559,1,1,2,1,2,2,2,1,8000,3,2,99853,8254,219,0.649999976,0.80763793
560,1,1,2,2,3,2,2,2,8000,3,2,99853,8254,219,0.649999976,0.80763793
561,1,1,2,2,3,2,2,1,8000,3,2,99853,8254,219,0.649999976,0.80763793
562,1,1,2,2,1,2,2,2,8000,1,2,99853,8254,219,0.649999976,0.80763793
